component,stream,case,member_id,variable,start_time,end_time,time_range,long_name,units,vertical_levels,frequency,path
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,WOOD_HARVESTN,1990-01,2005-12,199001-200512,wood harvest N (to product pools),gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/WOOD_HARVESTN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.WOOD_HARVESTN.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,WOOD_HARVESTN,1990-01,2005-12,199001-200512,wood harvest N (to product pools),gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/WOOD_HARVESTN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.WOOD_HARVESTN.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,WOOD_HARVESTN,1990-01,2005-12,199001-200512,wood harvest N (to product pools),gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/WOOD_HARVESTN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.WOOD_HARVESTN.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,WOOD_HARVESTN,1990-01,2005-12,199001-200512,wood harvest N (to product pools),gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/WOOD_HARVESTN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.WOOD_HARVESTN.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,WOOD_HARVESTN,1990-01,2005-12,199001-200512,wood harvest N (to product pools),gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/WOOD_HARVESTN/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.WOOD_HARVESTN.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,LITR2C_TO_SOIL2C,1990-01,2005-12,199001-200512,decomp. of litter 2 C to SOM 2 C,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2C_TO_SOIL2C/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.LITR2C_TO_SOIL2C.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,LITR2C_TO_SOIL2C,1990-01,2005-12,199001-200512,decomp. of litter 2 C to SOM 2 C,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2C_TO_SOIL2C/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.LITR2C_TO_SOIL2C.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,LITR2C_TO_SOIL2C,1990-01,2005-12,199001-200512,decomp. of litter 2 C to SOM 2 C,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2C_TO_SOIL2C/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.LITR2C_TO_SOIL2C.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,LITR2C_TO_SOIL2C,1990-01,2005-12,199001-200512,decomp. of litter 2 C to SOM 2 C,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2C_TO_SOIL2C/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.LITR2C_TO_SOIL2C.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,LITR2C_TO_SOIL2C,1990-01,2005-12,199001-200512,decomp. of litter 2 C to SOM 2 C,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2C_TO_SOIL2C/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.LITR2C_TO_SOIL2C.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,LITR2N,1990-01,2005-12,199001-200512,litter cellulose N,gN/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2N/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.LITR2N.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,LITR2N,1990-01,2005-12,199001-200512,litter cellulose N,gN/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2N/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.LITR2N.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,LITR2N,1990-01,2005-12,199001-200512,litter cellulose N,gN/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2N/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.LITR2N.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,LITR2N,1990-01,2005-12,199001-200512,litter cellulose N,gN/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2N/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.LITR2N.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,LITR2N,1990-01,2005-12,199001-200512,litter cellulose N,gN/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITR2N/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.LITR2N.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,TSA_R,1990-01,2005-12,199001-200512,Rural 2m air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TSA_R/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.TSA_R.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,TSA_R,1990-01,2005-12,199001-200512,Rural 2m air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TSA_R/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.TSA_R.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,TSA_R,1990-01,2005-12,199001-200512,Rural 2m air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TSA_R/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.TSA_R.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,TSA_R,1990-01,2005-12,199001-200512,Rural 2m air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TSA_R/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.TSA_R.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,TSA_R,1990-01,2005-12,199001-200512,Rural 2m air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TSA_R/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.TSA_R.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,FSA_U,1990-01,2005-12,199001-200512,Urban absorbed solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSA_U/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.FSA_U.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,FSA_U,1990-01,2005-12,199001-200512,Urban absorbed solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSA_U/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.FSA_U.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,FSA_U,1990-01,2005-12,199001-200512,Urban absorbed solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSA_U/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.FSA_U.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,FSA_U,1990-01,2005-12,199001-200512,Urban absorbed solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSA_U/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.FSA_U.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,FSA_U,1990-01,2005-12,199001-200512,Urban absorbed solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSA_U/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.FSA_U.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,QOVER,1990-01,2005-12,199001-200512,surface runoff,mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QOVER/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.QOVER.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,QOVER,1990-01,2005-12,199001-200512,surface runoff,mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QOVER/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.QOVER.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,QOVER,1990-01,2005-12,199001-200512,surface runoff,mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QOVER/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.QOVER.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,QOVER,1990-01,2005-12,199001-200512,surface runoff,mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QOVER/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.QOVER.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,QOVER,1990-01,2005-12,199001-200512,surface runoff,mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QOVER/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.QOVER.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,LITHR,1990-01,2005-12,199001-200512,litter heterotrophic respiration,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITHR/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.LITHR.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,LITHR,1990-01,2005-12,199001-200512,litter heterotrophic respiration,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITHR/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.LITHR.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,LITHR,1990-01,2005-12,199001-200512,litter heterotrophic respiration,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITHR/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.LITHR.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,LITHR,1990-01,2005-12,199001-200512,litter heterotrophic respiration,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITHR/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.LITHR.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,LITHR,1990-01,2005-12,199001-200512,litter heterotrophic respiration,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LITHR/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.LITHR.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,BGNPP,1990-01,2005-12,199001-200512,belowground NPP,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/BGNPP/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.BGNPP.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,BGNPP,1990-01,2005-12,199001-200512,belowground NPP,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/BGNPP/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.BGNPP.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,BGNPP,1990-01,2005-12,199001-200512,belowground NPP,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/BGNPP/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.BGNPP.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,BGNPP,1990-01,2005-12,199001-200512,belowground NPP,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/BGNPP/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.BGNPP.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,BGNPP,1990-01,2005-12,199001-200512,belowground NPP,gC/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/BGNPP/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.BGNPP.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,TBOT,1990-01,2005-12,199001-200512,atmospheric air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.TBOT.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,TBOT,1990-01,2005-12,199001-200512,atmospheric air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.TBOT.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,TBOT,1990-01,2005-12,199001-200512,atmospheric air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.TBOT.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,TBOT,1990-01,2005-12,199001-200512,atmospheric air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.TBOT.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,TBOT,1990-01,2005-12,199001-200512,atmospheric air temperature,K,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/TBOT/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.TBOT.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,LIVESTEMC,1990-01,2005-12,199001-200512,live stem C,gC/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LIVESTEMC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.LIVESTEMC.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,LIVESTEMC,1990-01,2005-12,199001-200512,live stem C,gC/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LIVESTEMC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.LIVESTEMC.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,LIVESTEMC,1990-01,2005-12,199001-200512,live stem C,gC/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LIVESTEMC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.LIVESTEMC.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,LIVESTEMC,1990-01,2005-12,199001-200512,live stem C,gC/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LIVESTEMC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.LIVESTEMC.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,LIVESTEMC,1990-01,2005-12,199001-200512,live stem C,gC/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/LIVESTEMC/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.LIVESTEMC.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,SOILICE,1990-01,2005-12,199001-200512,soil ice (vegetated landunits only),kg/m2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SOILICE/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.SOILICE.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,SOILICE,1990-01,2005-12,199001-200512,soil ice (vegetated landunits only),kg/m2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SOILICE/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.SOILICE.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,SOILICE,1990-01,2005-12,199001-200512,soil ice (vegetated landunits only),kg/m2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SOILICE/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.SOILICE.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,SOILICE,1990-01,2005-12,199001-200512,soil ice (vegetated landunits only),kg/m2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SOILICE/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.SOILICE.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,SOILICE,1990-01,2005-12,199001-200512,soil ice (vegetated landunits only),kg/m2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SOILICE/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.SOILICE.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,QRUNOFF,1990-01,2005-12,199001-200512,total liquid runoff (does not include QSNWCPICE),mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QRUNOFF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.QRUNOFF.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,QRUNOFF,1990-01,2005-12,199001-200512,total liquid runoff (does not include QSNWCPICE),mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QRUNOFF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.QRUNOFF.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,QRUNOFF,1990-01,2005-12,199001-200512,total liquid runoff (does not include QSNWCPICE),mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QRUNOFF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.QRUNOFF.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,QRUNOFF,1990-01,2005-12,199001-200512,total liquid runoff (does not include QSNWCPICE),mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QRUNOFF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.QRUNOFF.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,QRUNOFF,1990-01,2005-12,199001-200512,total liquid runoff (does not include QSNWCPICE),mm/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/QRUNOFF/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.QRUNOFF.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,SMINN_LEACHED,1990-01,2005-12,199001-200512,soil mineral N pool loss to leaching,gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SMINN_LEACHED/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.SMINN_LEACHED.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010,010,SMINN_LEACHED,1990-01,2005-12,199001-200512,soil mineral N pool loss to leaching,gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SMINN_LEACHED/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.010.clm2.h0.SMINN_LEACHED.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,SMINN_LEACHED,1990-01,2005-12,199001-200512,soil mineral N pool loss to leaching,gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SMINN_LEACHED/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.SMINN_LEACHED.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,SMINN_LEACHED,1990-01,2005-12,199001-200512,soil mineral N pool loss to leaching,gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SMINN_LEACHED/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.SMINN_LEACHED.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,SMINN_LEACHED,1990-01,2005-12,199001-200512,soil mineral N pool loss to leaching,gN/m^2/s,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/SMINN_LEACHED/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.SMINN_LEACHED.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009,009,FSDS,1990-01,2005-12,199001-200512,atmospheric incident solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSDS/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.009.clm2.h0.FSDS.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001,001,FSDS,1990-01,2005-12,199001-200512,atmospheric incident solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSDS/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.001.clm2.h0.FSDS.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002,002,FSDS,1990-01,2005-12,199001-200512,atmospheric incident solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSDS/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.002.clm2.h0.FSDS.199001-200512.nc
lnd,clm2.h0,b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011,011,FSDS,1990-01,2005-12,199001-200512,atmospheric incident solar radiation,W/m^2,1,month_1,/glade/campaign/univ/udeo0005/cesmLE_cheyenne/lnd/proc/tseries/monthly/FSDS/b.e11.B20TRC5CNBDRD_cheyenne.f09_g16.011.clm2.h0.FSDS.199001-200512.nc
